id,name,address,city,state,zipcode,phone,email,type,grades,latitude,longitude
2041,Benjamin Franklin K-8 Center,13100 NW 12th Ave,North Miami,FL,33168,305-681-3547,,E,PK-8,25.89506,-80.22011
0271,Bent Tree Elementary,4861 SW 140th Ave,Miami-Dade,FL,33175,305-221-0461,,E,PK-5,25.72133,-80.42071
7008,Biotech@Richmond Heights 9-12 High School,15015 SW 103rd Ave,Miami-Dade,FL,33176,786-573-5353,,S,9-12,25.62968,-80.3596
0321,Biscayne Beach Elementary,800 77th St,Miami Beach,FL,33141,305-868-7727,,E,PK-5,25.86171,-80.12652
0441,Blue Lakes K-8 Center,9250 SW 52nd Ter,Miami-Dade,FL,33165,305-271-7411,,E,PK-8,25.71817,-80.34422
0091,Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,FL,33016,305-557-3303,,E,PK-8,25.9174,-80.32818
0091,Bob Graham Education Center PLC-H,8875 NW 143rd St,Miami Lakes,FL,33018,305-231-8778,,PLC,0,25.90372,-80.34395
7791,Booker T. Washington Senior High,1200 NW 6th Ave,Miami,FL,33136,305-324-8900,,S,9-12,25.7865,-80.20511
0461,Brentwood Elementary,3101 NW 191st St,Miami Gardens,FL,33056,305-624-2657,,E,PK-5,25.94839,-80.25273
0461,Brentwood Elementary PLC-D1,3101 NW 191st St,Miami Gardens,FL,33056,305-624-2657,,PLC,0,25.94839,-80.25273
0521,Broadmoor Elementary,3401 NW 83rd St,Miami-Dade,FL,33147,305-691-0861,,E,PK-5,25.84959,-80.25367
6031,Brownsville Middle,4899 NW 24th Ave,Miami-Dade,FL,33142,305-633-1481,,M,6-8,25.81955,-80.23555
9732,Brucie Ball Educational Center,11001 SW 76th St,Miami-Dade,FL,33173,305-514-5100,,SPC,PK-12,25.69832,-80.3729
0641,Bunche Park Elementary,16001 Bunche Park School Dr,Miami Gardens,FL,33054,305-621-1469,,E,PK-5,25.9204,-80.23837
8121,C.O.P.E. Center North,9950 NW 19th Ave,Miami-Dade,FL,33147,305-836-3300,,ALT,6-12,25.86577,-80.23045
0671,Calusa Elementary,9580 W Calusa Club Dr,Miami-Dade,FL,33186,305-385-0589,,E,PK-5,25.67903,-80.41225
0651,Campbell Drive K-8 Center,15790 SW 307th St,Miami-Dade,FL,33033,305-245-0270,,E,PK-8,25.48148,-80.44588
0661,Caribbean K-8 Center,11990 SW 200th St,Miami-Dade,FL,33177,305-233-7131,,E,PK-8,25.58045,-80.38627
0681,Carol City Elementary,4375 NW 173rd Dr,Miami Gardens,FL,33055,305-621-0509,,E,PK-5,25.93335,-80.27156
6051,Carol City Middle,3737 NW 188th St,Miami Gardens,FL,33055,305-624-2652,,M,6-8,25.94528,-80.26241
5901,Carrie P. Meek/Westview K-8 Center,2101 NW 127th St,Miami-Dade,FL,33167,305-688-9641,,E,PK-8,25.89043,-80.23445
5901,Carrie P. Meek/Westview K-8 Center Annex,1901 NW 127th St,Miami-Dade,FL,33167,305-688-9641,,E,PK-8,25.89075,-80.23159
7021,Center For International Education: A Cambridge A S,900 NE 23rd Ave,Homestead,FL,33033,305-248-7911,,S,9-12,25.47822,-80.4455
9574,Central Region Office,5005 NW 112th Ave,Doral,FL,33178,305-499-5050,,A, 0,25.81949,-80.37661
9797,Chapman House,526 NW 13th St,Miami,FL,33136,305-416-1072,,O,0,25.78648,-80.20375
0331,Chapman Partnership Early Childhood Center North,1550 North Miami Ave,Miami,FL,33136,305-329-3057,,E,PK,25.78993,-80.1952
0351,Chapman Partnership Early Childhood Center South,28205 SW 124th Ct,Miami-Dade,FL,33033,305-416-7189,,E,PK,25.50555,-80.39224
5991,Charles David Wyche Jr. Elementary,5241 NW 195th Dr,Miami-Dade,FL,33055,305-628-5776,,E,PK-5,25.94993,-80.28807
1401,Charles R. Drew K-8 Center,1775 NW 60th St,Miami-Dade,FL,33142,305-691-8021,,E,PK-8,25.83023,-80.22627
2331,Charles R. Hadley Elementary,8400 NW 7th St,Miami-Dade,FL,33126,305-261-3719,,E,PK-5,25.77532,-80.3328
2331,Charles R. Hadley PLC-A,8390 NW 7th St,Miami-Dade,FL,33126,305-265-2714,,PLC,0,25.77616,-80.33282
1691,Christina M. Eve Elementary,16251 SW 99th St,Miami-Dade,FL,33196,305-383-9392,,E,PK-5,25.6742,-80.45916
1691,Christina M. Eve PLC - N,16251 SW 72nd St,Miami-Dade,FL,33193,305-383-9392,,PLC,0,25.6991,-80.4551
0801,Citrus Grove K-8 Center,2153 NW 3rd St,Miami,FL,33125,305-642-5055,,E,0,25.77657,-80.23009
0801,Citrus Grove K-8 Center,2121 NW 5th St,Miami,FL,33125,305-642-4141,,E,PK-8,25.77852,-80.23062
0831,Claude Pepper Elementary,14550 SW 96th St,Miami-Dade,FL,33186,305-386-5244,,E,PK-5,25.67654,-80.42995
0841,Coconut Grove Elementary,3351 Matilda St,Miami,FL,33133,305-445-7876,,E,PK-5,25.72889,-80.24313
3621,Coconut Palm K-8 Academy,24400 SW 124th Ave,Miami-Dade,FL,33032,305-257-0500,,E,PK-8,25.54131,-80.39341
0881,Comstock Elementary,2420 NW 18th Ave,Miami,FL,33142,305-635-7341,,E,PK-5,25.79958,-80.22612
7072,Coral Gables Adult Education,450 Bird Rd,Coral Gables,FL,33146,305-443-4871,,O,0,25.73335,-80.26371
0961,Coral Gables Preparatory Academy,105 Minorca Ave,Coral Gables,FL,33134,305-448-1731,,E,PK-8,25.75414,-80.25782
0961,Coral Gables Preparatory Academy MLC,39 Zamora Ave,Coral Gables,FL,33134,305-448-1731,,E,PK-8,25.75694,-80.25603
7071,Coral Gables Senior High,450 Bird Rd,Coral Gables,FL,33146,305-443-4871,,S,9-12,25.73368,-80.26321
1001,Coral Park Elementary,1225 SW 97th Ave,Miami-Dade,FL,33174,305-221-5632,,E,PK-5,25.75727,-80.35144
1041,Coral Reef Elementary,7955 SW 152nd St,Palmetto Bay,FL,33157,305-235-1464,,E,PK-5,25.62981,-80.3225
7101,Coral Reef Senior High,10101 SW 152nd St,Miami-Dade,FL,33157,305-232-2044,,S,9-12,25.62972,-80.35682
1081,Coral Terrace Elementary,6801 SW 24th St,Miami-Dade,FL,33155,305-262-8300,,E,PK-5,25.74852,-80.3063
1121,Coral Way K-8 Center,1950 SW 13th Ave,Miami,FL,33145,305-854-0515,,E,PK-8,25.75368,-80.21778
6611,Country Club Middle,18305 NW 75th Pl,Miami-Dade,FL,33015,305-820-8800,,M,6-8,25.9397,-80.32276
1161,Crestview Elementary,2201 NW 187th St,Miami Gardens,FL,33056,305-624-1495,,E,PK-5,25.94513,-80.23807
6111,Cutler Bay Middle,19400 Gulfstream Rd,Cutler Bay,FL,33157,305-235-4761,,M,6-8,25.5872,-80.34894
6081,Cutler Bay Senior High,8601 SW 212th St,Cutler Bay,FL,33189,305-235-1581,,M,9-12,25.5711,-80.33047
1241,Cutler Ridge Elementary,20210 Coral Sea Rd,Cutler Bay,FL,33189,305-235-4611,,E,PK-5,25.57975,-80.35383
1281,Cypress K-8 Center,5400 SW 112th Ct,Miami-Dade,FL,33165,305-271-1611,,E,PK-8,25.71691,-80.37636
8139,D.A. Dorsey Technical College,7100 NW 17th Ave,Miami-Dade,FL,33147,305-693-2490,,O,0,25.83956,-80.22566
9412,Dade County Public School-Management Information,13135 SW 26th St,Miami-Dade,FL,33175,305-994-2530,,A,0,25.74429,-80.40724
1811,Dante B. Fascell Elementary,15625 SW 80th St,Miami-Dade,FL,33193,305-380-1901,,E,PK-5,25.69339,-80.44528
1761,David Fairchild Elementary,5757 SW 45th St,Miami-Dade,FL,33155,305-665-5483,,E,PK-5,25.7296,-80.28739
5005,David Lawrence Jr. K-8 Center,15000 Bay Vista Blvd,North Miami,FL,33181,305-354-2600,,E,PK-8,25.91385,-80.14552
5005,David Lawrence Jr. K-8 Center PLC South Campus,12175 NE 12th Ct,North Miami,FL,33161,305-892-7080,,PLC,0,25.88761,-80.17363
7081,Design & Architecture Senior High,4001 NE 2nd Ave,Miami,FL,33137,305-573-7135,,S,9-12,25.81349,-80.19074
1331,Devon Aire K-8 Center,10501 SW 122nd Ave,Miami-Dade,FL,33186,305-274-7100,,E,PK-8,25.66904,-80.3915
0361,District Office,560 NW 151st St,Miami-Dade,FL,33169,305-681-5721,,A,0,25.91278,-80.2088
9573,District Office/Charter School,1080 La Baron Dr,Miami Springs,FL,33166,305-883-0403,,A,0,25.81243,-80.27431
0451,Doolin/Bowman Foster Ashe Elementary,6601 SW 152nd Ave,Miami-Dade,FL,33193,305-386-6667,,E,PK-8,25.70432,-80.44172
8131,Dorothy M. Wallace C.O.P.E. Center,10225 SW 147th Ter,Miami-Dade,FL,33176,305-233-1044,,ALT,6-12,25.63287,-80.35879
5061,Dr. Carlos J. Finlay Elementary,851 SW 117th Ave,Miami-Dade,FL,33174,305-552-7122,,E,PK-5,25.75919,-80.38155
5981,Dr. Edward L. Whigham Elementary,21545 SW 87th Ave,Cutler Bay,FL,33189,305-234-4840,,E,PK-5,25.5648,-80.33103
5981,Dr. Edward L. Whigham PLC-E,8035 SW 196th St,Cutler Bay,FL,33189,305-252-5050,,PLC,0,25.58537,-80.32497
5081,Dr. Frederica S. Wilson/Skyway Elementary,4555 NW 206th Ter,Miami Gardens,FL,33055,305-621-5838,,E,PK-5,25.96166,-80.27766
4511,Dr. Gilbert L. Porter Elementary,15851 SW 112th St,Miami-Dade,FL,33196,305-382-0792,,E,PK-5,25.66468,-80.45267
4511,Dr. Gilbert L. Porter Elementary PLC-Q,15751 SW 112th St,Miami-Dade,FL,33196,305-382-0792,,PLC,0,25.66459,-80.45095
4381,Dr. Henry E. Perrine Academy of the Arts,8851 SW 168th St,Palmetto Bay,FL,33157,305-235-2442,,E,K-5,25.61537,-80.33586
5861,Dr. Henry W. Mack/West Little K-8 Center,2450 NW 84th St,Miami-Dade,FL,33147,305-691-6491,,E,PK-8,25.85037,-80.23884
0211,Dr. Manuel C. Barreiro Elementary,5125 SW 162nd Ave,Miami-Dade,FL,33185,305-229-4800,,E,PK-5,25.7175,-80.45498
0211,Dr. Manuel C. Barreiro Elementary ECC-3,16350 SW 47th St,Miami-Dade,FL,33185,305-228-4200,,E,PK-5,25.71978,-80.45778
2981,Dr. Martin Luther King  @ Liberty City PLC,7124 NW 12th Ave,Miami-Dade,FL,33150,305-836-0928,,PLC,0,25.83984,-80.2174
8019,Dr. Marvin Dunn Academy For Community Education,8950 NW 2nd Ave,El Portal,FL,33150,305-460-2946,,ALT,9-12,25.85565,-80.20193
7141,Dr. Michael M. Krop Senior High,1410 NE 215th St,Miami-Dade,FL,33179,305-652-6808,,S,9-12,25.97153,-80.17337
4121,Dr. Robert  B. Ingram Elementary,600 Ahmad St,Opa-locka,FL,33054,305-688-4605,,E,PK-5,25.90445,-80.24784
0122,Dr. Rolando Espinosa K-8 Center,11250 NW 86th St,Doral,FL,33178,305-889-5757,,E,PK-8,25.85127,-80.38039
4011,Dr. Toni Bilbao Preparatory Academy,8905 NW 114th Ave,Doral,FL,33178,305-863-5750,,E,PK-8,25.85408,-80.38253
5381,E.W.F. Stirrup Elementary,330 NW 97th Ave,Miami-Dade,FL,33172,305-226-7001,,E,PK-5,25.77,-80.35392
1561,Earlington Heights Elementary,4750 NW 22nd Ave,Miami-Dade,FL,33142,305-635-7505,,E,PK-5,25.81761,-80.23303
9731,"Early Childhood, ESE and Tiitle",11001 SW 76th St,Miami-Dade,FL,33173,305-995-7243,,SPC,6-8,25.69832,-80.3729
1601,Edison Park K-8 Center,500 NW 67th St,Miami,FL,33150,305-758-3658,,E,PK-8,25.83576,-80.20478
8017,Educational Alternative Outreach Program,6300 NW 27th Ave,Miami-Dade,FL,33147,305-694-4444,,ALT,0,25.83249,-80.24169
1641,Emerson Elementary,8001 SW 36th St,Miami-Dade,FL,33155,305-264-5757,,E,PK-5,25.73719,-80.32442
2351,Eneida Massas Hartner Elementary,401 NW 29th St,Miami,FL,33127,305-573-8181,,E,PK-5,25.80407,-80.20201
7841,English Center,3501 SW 28th St,Miami,FL,33133,305-445-7731,,O,0,25.73991,-80.25164
5051,Ernest R. Graham K-8 Center,7330 W 32nd Ave,Hialeah,FL,33018,305-825-2122,,E,PK-8,25.88798,-80.34864
4441,Ethel F. Beckford/Richmond Primary Learning Center,16929 SW 104th Ave,Miami-Dade,FL,33157,305-238-5194,,PLC,PK,25.61229,-80.36099
0251,Ethel Koger Beckham K-8 Center,4702 SW 143rd Ct,Miami-Dade,FL,33175,305-222-8161,,E,PK-8,25.72182,-80.42589
0071,Eugenia B. Thomas K-8 Center,5950 NW 114th Ave,Doral,FL,33178,305-592-7914,,E,PK-8,25.8277,-80.38264
1721,Everglades K-8 Center,8300 SW 16th St,Miami-Dade,FL,33155,305-264-4154,,U,0,25.75662,-80.32998
1721,Everglades K-8 Center,8375 SW 16th St,Miami-Dade,FL,33155,305-264-4154,,E,PK-8,25.75539,-80.33147
1801,Fairlawn Elementary,444 SW 60th Ave,Miami,FL,33144,305-261-8880,,E,PK-5,25.76664,-80.29351
3900,Family Empowerment Scholarship,489 East Dr,Miami Springs,FL,33166,305-883-5323,,A,0,25.81112,-80.27254
9028,Federal & State Compliance Office,489 East Dr,Miami Springs,FL,33166,305-883-5323, ,A,0,25.81113,-80.27254
7781,Felix Varela Senior High,15255 SW 96th St,Miami-Dade,FL,33196,305-752-7900,,S,9-12,25.67781,-80.44282
1841,Flagami Elementary,920 SW 76th Ave,Miami-Dade,FL,33144,305-261-2031,,E,PK-5,25.76131,-80.31846
1921,Flamingo Elementary,701 E 33rd St,Hialeah,FL,33013,305-691-5531,,E,PK-5,25.85298,-80.26784
2001,Florida City Elementary,364 NW 6th Ave,Florida City,FL,33034,305-247-4676,,E,PK-5,25.45201,-80.48621
9018,Florida Diagnostic and Learning Resources System/South,6521 SW 62nd Ave,South Miami,FL,33143,305-274-3501,,SPC,0,25.70981,-80.29333
9025,Food & Nutrition Center,7042 W Flagler St,Miami,FL,33144,786-275-0420,,A,0,25.76998,-80.30933
9001,Former Region Office/Warehouse,2201 SW 4th St,Miami,FL,33135,305-642-7555,,A,0,25.76896,-80.23125
5561,Frances S. Tucker Elementary,3500 Douglas Rd,Miami,FL,33133,305-567-3533,,E,PK-8,25.72632,-80.25393
3101,Frank C. Martin K-8 Center,14250 Boggs Dr,Miami-Dade,FL,33176,305-238-3688,,E,PK-8,25.63784,-80.37536
1361,Frederick Douglass Elementary,314 NW 12th St,Miami,FL,33136,305-371-4687,,E,PK-5,25.78532,-80.20082
2081,Fulford Elementary,16140 NE 18th Ave,North Miami Beach,FL,33162,305-949-3425,,E,PK-5,25.92374,-80.16429
7051,G. Holmes Braddock Senior High,3601 SW 147th Ave,Miami-Dade,FL,33185,305-225-9729,,S,9-12,25.73409,-80.43103
4031,Gateway Environmental K-8 Learning Center,955 SE 18th Ave,Homestead,FL,33035,305-257-6000,,E,PK-8,25.4609,-80.45073
7801,George T. Baker Aviation Technical College,3275 NW 42nd Ave,Miami-Dade,FL,33142,305-871-3143,,O,0,25.80419,-80.26356
0721,George Washington Carver Elementary,238 Grand Ave,Coral Gables,FL,33133,305-443-5286,,E,PK-5,25.72722,-80.25896
6071,George Washington Carver Middle,4901 Lincoln Dr,Coral Gables,FL,33133,305-444-7388,,M,6-8,25.7259,-80.25896
6011,Georgia Jones-Ayers Middle,1331 NW 46th St,Miami,FL,33142,305-634-9787,,M,6-8,25.81764,-80.21882
4801,Gertrude Edelman/Sabal Palm Elementary,17101 NE 7th Ave,Miami-Dade,FL,33162,305-651-2411,,E,PK-5,25.93281,-80.18604
6211,Glades Middle,9451 SW 64th St,Miami-Dade,FL,33173,305-271-3342,,M,6-8,25.70963,-80.34751
2021,Gloria Floyd Elementary,12650 SW 109th Ave,Miami-Dade,FL,33176,305-255-3934,,E,PK-5,25.65105,-80.37169
2161,Golden Glades Elementary,16520 NW 28th Ave,Miami Gardens,FL,33054,305-624-9641,,E,PK-5,25.92504,-80.24711
0311,Goulds Elementary,23555 SW 112th Ave,Miami-Dade,FL,33032,305-257-4400,,E,PK-5,25.54888,-80.37164
2241,Gratigny Elementary,11905 N Miami Ave,Miami-Dade,FL,33168,305-681-6685,,E,PK-5,25.88507,-80.198
2261,Greenglade Elementary,3060 SW 127th Ave,Miami-Dade,FL,33175,305-223-5330,,E,PK-5,25.7394,-80.40054
2281,Greynolds Park Elementary,1536 NE 179th St,North Miami Beach,FL,33162,305-949-2129,,E,PK-5,25.94006,-80.17
2281,Greynolds Park Elementary PLC-C,1575 NE 177th St,North Miami Beach,FL,33162,305-354-3208,,PLC,0,25.93882,-80.16912
2321,Gulfstream Elementary,20900 SW 97th Ave,Cutler Bay,FL,33189,305-235-6811,,E,PK-5,25.57276,-80.34858
6221,Hammocks Middle,9889 Hammocks Blvd,Miami-Dade,FL,33196,305-385-0896,,M,6-8,25.67424,-80.44275
4491,Henry E. S. Reeves K-8 Center Lower Academy,2225 NW 103rd St,Miami-Dade,FL,33147,305-691-6361,,E,PK-8,25.86867,-80.23595
4491,Henry E.S. Reeves K-8 Center,2005 NW 111th St,Miami-Dade,FL,33167,305-953-7243,,E,PK-8,25.87623,-80.23181
6171,Henry H. Filer Middle,531 W 29th St,Hialeah,FL,33012,305-822-6601,,M,6-8,25.84848,-80.29334
1881,Henry M. Flagler Elementary,5222 NW 1st St,Miami,FL,33126,305-443-2529,,E,PK-5,25.77204,-80.28133
5831,Henry S. West Laboratory School,5300 Carillo St,Coral Gables,FL,33146,305-661-7661,,E,K-8,25.72117,-80.27389
6001,Herbert A. Ammons Elementary,17475 SW 157th Ave,Miami-Dade,FL,33187,305-971-0158,,M,1-5,25.60436,-80.44579
6001,Herbert A. Ammons Middle,17990 SW 142nd Ave,MiamiI-Dade,FL,33177,305-971-0158,,M,6-8,25.60049,-80.42252
7112,Hialeah Adult Education Center,251 E 47th St,Hialeah,FL,33013,305-822-1500,,O,0,25.86554,-80.27553
2361,Hialeah Elementary,550 E 8th St,Hialeah,FL,33010,305-888-6709,,E,PK-5,25.82923,-80.27051
2111,Hialeah Gardens Elementary,9702 NW 130th St,Hialeah Gardens,FL,33018,305-827-8830,,E,PK-5,25.89103,-80.35698
2111,Hialeah Gardens Elementary PLC- B,9749 NW 127th Ter,Hialeah Gardens,FL,33018,305-818-7976,,PLC,0,25.88979,-80.35737
6751,Hialeah Gardens Middle,11690 NW 92nd Ave,Hialeah Gardens,FL,33018,305-817-0017,,M,6-8,25.8798,-80.34791
7191,Hialeah Gardens Senior High,11700 Hialeah Gardens Blvd,Hialeah Gardens,FL,33018,305-698-5000,,S,9-12,25.87968,-80.35386
6231,Hialeah Middle,6027 E 7th Ave,Hialeah,FL,33013,305-681-3527,,M,6-8,25.87761,-80.26848
7111,Hialeah Senior High,251 E 47th St,Hialeah,FL,33013,305-822-1500,,S,9-12,25.86544,-80.27776
7132,Hialeah-Miami Lakes Adult Education,7977 W 12th Ave,Hialeah,FL,33014,305-823-1330,,O,0,25.89496,-80.30732
7131,Hialeah-Miami Lakes Senior High,7977 W 12th Ave,Hialeah,FL,33014,305-823-1330,,S,9-12,25.89496,-80.30732
2401,Hibiscus Elementary,18701 NW 1st Ave,Miami Gardens,FL,33169,305-652-3018,,E,PK-5,25.9465,-80.20301
6241,Highland Oaks Middle,2375 NE 203rd St,Miami-Dade,FL,33180,305-932-3810,,M,6-8,25.96398,-80.15417
2501,Holmes Elementary,1175 NW 67th St,Miami,FL,33150,305-836-3421,,E,PK-5,25.83604,-80.21618
6251,Homestead Middle,650 NW 2nd Ave,Homestead,FL,33030,305-247-4221,,M,6-8,25.47635,-80.48187
7151,Homestead Senior High School,2351 SE 12th Ave,Homestead,FL,33034,305-245-7000,,S,9-12,25.44877,-80.45987
6411,Horace Mann Middle,8950 NW 2nd Ave,El Portal,FL,33150,305-757-9537,,M,6-8,25.85681,-80.20188
6441,Howard D. Mcmillan Middle,13100 SW 59th St,Miami-Dade,FL,33183,305-385-6877,,M,6-8,25.71243,-80.40589
2541,Howard Drive Elementary,7750 SW 136th St,Palmetto Bay,FL,33156,305-235-1412,,E,PK-5,25.64398,-80.31886
5141,Hubert O. Sibley K-8 Center,255 NW 115th St,Miami-Dade,FL,33168,305-953-3737,,E,PK-8,25.8808,-80.20353
7571,International Studies Preparatory Academy,1570 Madruga Ave,Coral Gables,FL,33146,305-663-7200,,S,9-12,25.70712,-80.28444
7581,iPrep Academy,1500 Biscayne Blvd,Miami,FL,33132,305-995-1929,,S,PK-12,25.78977,-80.18951
7459,iPrep Academy North,1420 NE 215th St,Miami-Dade,FL,33179,305-655-3909,,S,6-11,25.97002,-80.174
4391,Irving & Beatrice Peskoe K-8 Center,29035 SW 144th Ave,Miami-Dade,FL,33033,305-242-8340,,E,PK-8,25.49687,-80.42409
7005,iTech@Thomas A. Edison Education Center,6101 NW 2nd Ave,Miami,FL,33127,305-754-4683,,S,9-12,25.83161,-80.2001
9411,ITS Annex Warehouse,2740 NW 104th Ct,Doral,FL,33172,305-995-3331,,A,0,25.79895,-80.36641
7641,J. C. Bermudez Doral Senior High School,5005 NW 112th Ave,Doral,FL,33178,305-715-3600,,S,9-12,25.81978,-80.37629
0481,J.W. Johnson Elementary/James H. Bright Elementary,735 W 23rd St,Hialeah,FL,33010,305-883-1357,,E,PK-5,25.84289,-80.29701
2151,Jack D. Gordon  Elementary,14600 Country Walk Dr,Miami-Dade,FL,33186,305-234-4805,,E,PK-5,25.63004,-80.42991
2151,Jack D. Gordon Elementary Manatee PLC-T,15551 SW 142nd Ave,Miami-Dade,FL,33177,305-234-4863,,PLC,0,25.62287,-80.42221
2151,Jack D. Gordon Elementary Panthers PLC-S,15001 SW 127th Ave,Miami-Dade,FL,33186,305-234-4855,,PLC,0,25.62889,-80.39447
0481,James H. Bright Elementary/J.W. Johnson Elementary,2530 W 10th Ave,Hialeah,FL,33010,305-885-1683,,E,PK-5,25.84482,-80.30256
8101,Jan Mann Opportunity School,16101 NW 44th Ct,Miami Gardens,FL,33054,305-625-0855,,ALT,6-12,25.92121,-80.27275
4691,Jane S. Roberts K-8 Center,14850 Cottonwood Cir,Miami-Dade,FL,33185,305-220-8254,,E,PK-8,25.7165,-80.4332
3021,Jesse J. McCrary Jr. Elementary,514 NW 77th St,Miami,FL,33150,305-754-7531,,E,PK-5,25.84509,-80.20537
2341,Joe Hall Elementary,1901 SW 134th Ave,Miami-Dade,FL,33175,305-223-9823,,E,PK-5,25.7498,-80.41267
2181,Joella C. Good Elementary,6350 NW 188th Ter,Miami-Dade,FL,33015,305-625-2008,,E,PK-5,25.94422,-80.30312
7121,John A. Ferguson Senior High,15900 SW 56th St,Miami-Dade,FL,33185,305-408-2700,,S,9-12,25.71266,-80.45107
6301,John F. Kennedy Middle,1075 NE 167th St,Miami-Dade,FL,33162,305-947-1451,,M,6-8,25.92981,-80.17862
1481,John G. Dupuis Elementary,1150 W 59th Pl,Hialeah,FL,33012,305-821-6361,,E,PK-5,25.87605,-80.30615
5101,John I. Smith Elementary PLC-A1,10415 NW 52nd St,Doral,FL,33178,305-406-0220,,PLC,0,25.82051,-80.36469
5101,John I. Smith K-8 Center,10415 NW 52nd St,Doral,FL,33178,305-406-0220,,E,PK-8,25.82051,-80.36469
0861,Johnnie M. Parris Colonial Drive Elementary,10755 SW 160th St,Miami-Dade,FL,33157,305-238-2392,,E,PK-5,25.62125,-80.36693
6771,Jorge Mas Canosa Middle,15735 SW 144th St,Miami-Dade,FL,33196,305-252-5900,,M,6-8,25.63325,-80.44797
6361,Jose De Diego Middle,3100 NW 5th Ave,Miami,FL,33127,305-573-7229,,M,6-8,25.80591,-80.20369
7291,Jose Marti Mathematics & Science Technology Academy,5701 W 24th Ave,Hialeah,FL,33016,305-557-5931,,S,6-12,25.87485,-80.33053
8141,Juvenile Justice Center,3300 NW 27th Ave,Miami-Dade,FL,33142,305-638-5054,,ALT,6-12,25.80638,-80.24053
8261,K-12 Distance Learning,172 NE 15th St,Miami,FL,33132,305-995-1717, ,ALT,K-12,25.78929,-80.19189
